"","ISO","name","region","AES","EGIDS","L1_pop","L1_pop_prop","island","documentation","area","bordering_language_richness","bordering_language_richness_perkm","bordering_language_evenness","language_richness","threatened_languages","threatened_prop_languages","language_evenness","official_status","language_of_education","minority_education","education_spending","years_of_schooling","GDPpc","life_expectancy_60","urban_change","roads","pop_density","human_footprint","cropland","pop_density_change","footprint_change","cropland_change","pasture","pasture_change","built","built_change","GINI","growing_season","temperature","temperature_seasonality","rainfall_seasonality","threatened_species","threatened_prop_species","waterways","roughness","altitude_range","world_language","Arabic","Malay","English","French","Hindustani","Mandarin","Portuguese","Russian","Spanish","Western_Africa","Oceania","Europe","Southern_Asia","South_America","Northern_America","Africa","South.Eastern_Asia","Arab","Asia","Central_America","Australia_and_New_Zealand","poly_definite","pol_borderline","isolates","family_id","vehicularity","mono_family","isolate_or_mono","small_family","family_sizes","isolate_OR_small_family","poly","Macroarea","islands11km"
"3503","mmf","Mundat","Western Africa","threatened","6a",1000,4.911593321,0,"little or none",62.73575566,5,0.120247554,0.616033446,36,3,0.083333333,0.13541665,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.239127704,165.6953735,9.570254211,0.22,159.428069,9.117113327,0.22,0.195,0.179375,0,0,41.9,192,295.7238176,148.7139537,97.37763723,2,0.014184397,0,5.435926914,877.9816895,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",FALSE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"3504","mmg","North Ambrym","Oceania","shifting","6a",5250,331.9721307,1,"basic",165.8219937,3,0.055763736,0.867885908,22,7,0.318181818,0.805746938,0,0,0,5.281409979,6.7,2868.035416,18.01422071,14.759,0.091612147,8.942077633,9.074945431,0.5,8.469356991,8.481511338,0.496923077,0,0,0,-0.013333333,38.1,365,297.5588185,90.22296715,26.65655565,4,0.129032258,0.113570327,5.705207348,235.062912,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3505","mmh","Mehináku","South America","shifting","6a",230,775.4756223,0,"basic",445.5488217,3,0.035635318,2.72e-05,7,5,0.714285714,6.36e-05,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0,0.090718372,0,0,0.087471443,0,0,0,0,0,0,46.3,271,297.8319604,100.2334137,83.48952584,9,0.052325581,0,3.883551836,150.008049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,"araw1281",FALSE,FALSE,FALSE,FALSE,51,FALSE,"Polysynthetic","South America",FALSE
"3506","mmi","Musar","Oceania","not endangered","6a",680,20.54778349,0,"little or none",136.3864067,4,0.084290088,0.538896355,57,20,0.350877193,0.673617295,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.054157364,51.86281409,6.790057804,0.528,49.58463768,6.54767919,0.519384615,0,0,0,0,47.8,366,297.2665346,22.16036065,38.06506348,2,0.016066998,0.004485506,6.392463326,1746.354324,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"3507","mmj","Majhwar","Southern Asia","shifting","7",34300,164.8772031,0,"little or none",3283.888648,4,0.015535675,0.191582798,4,0,0,0,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.283603662,137.3704734,13.80009722,0.824962406,130.8865906,13.12960242,0.789658762,0,0,0,0,46.45,165.5,298.167459,513.4626847,140.5291896,11,0.150684932,0.024841373,5.182478428,568.9957199,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3508","mmk","Mukha-Dora","Southern Asia","not endangered","6a",29700,76.52483438,0,"little or none",1239.216074,3,0.014669536,0.238474722,6,1,0.166666667,0.059417565,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.33992635,366.6890427,17.46046509,0.87372549,345.1229701,16.69085269,0.857616893,0,0,0,0,46.45,195,300.1306605,325.8772315,93.91763819,11.75,0.130963518,0.069076973,6.027955532,779.6314087,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"drav1251",FALSE,FALSE,FALSE,FALSE,72,FALSE,"All Languages","Eurasia",FALSE
"3509","mml","Man Met","Asia","shifting","6a",900,11.29182986,0,"detailed",51.9247164,3,0.106797681,0.628420428,15,8,0.533333333,0.008754572,0,0,1,3.66,7.3,4550.453596,19.57563486,41.757,0.223549385,100.3995893,10.29493247,0.306666667,95.25877591,9.876499193,0.306666667,0,0,0,0,42.7,290.5,294.5327953,334.9873352,79.40800858,35,0.140485869,0.082750108,6.141578913,683.3406982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3510","mmm","Maii","Oceania","shifting","6b",180,12.47413612,1,"basic",50.07639637,3,0.086958297,0.466409521,18,5,0.277777778,0.827532236,0,0,0,5.281409979,6.7,2868.035416,18.01422071,14.759,0.116604452,12.70676336,9.839905338,0.62,12.30166484,9.54991125,0.618461538,0,0,0,0,38.1,365,297.9620155,116.5303612,30.56330395,3,0.111111111,0.107591355,5.640644073,209.6103821,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3511","mmn","Mamanwa","South-Eastern Asia","not endangered","5",5150,21.60919717,0,"detailed",169.9503054,2,0.033177359,0.558629373,4,1,0.25,0,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.180302,140.3716377,10.34439729,0.266666667,125.4812663,9.817455795,0.266666667,0,0,0,0,41.6,366,299.918354,91.46568298,51.30953005,10,0.066666667,0.025354327,6.086345911,603.9463501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"3512","mmo","Mangga Buang","Oceania","not endangered","5",1500,51.05468347,0,"basic",176.8590357,2,0.035080992,0.716389238,29,7,0.24137931,0.696784691,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.092700929,13.98716572,10.69324274,0.826666667,13.40644254,10.44908174,0.826666667,0,0,0,0,47.8,366,294.5397795,51.81690925,21.12759072,8,0.047634237,0.051726677,7.179609299,1774.098022,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"3513","mmp","Siawi","Oceania","moribund","6b",220,39.99258055,0,"basic",84.6577592,2,0.053590511,0.24059372,27,6,0.222222222,0.125443554,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.017767622,5.769129787,3.570001972,0.22,5.503880402,3.443126848,0.22,0,0,0,0,47.8,366,299.5954069,44.07159424,24.68491268,4,0.038461538,0,6.103123665,988.9312134,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"amto1249",FALSE,FALSE,FALSE,TRUE,2,TRUE,"All Languages","Papunesia",FALSE
"3514","mmq","Aisi","Oceania","shifting","6a",360,15.3474849,0,"basic",932.6523038,6,0.042104766,0.826434102,55,12,0.218181818,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.031353469,13.85341692,9.672664317,0.855384615,13.39836208,9.442353567,0.855384615,0,0,0,0,47.8,366,298.0529368,45.86496611,40.48785896,3.5,0.022477254,0.04080211,6.933227539,2487.246094,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"3515","mmr","Western Xiangxi Miao","Asia","not endangered","6a",820000,9196.448325,0,"detailed",101.5238412,4,0.0813467,0.884738771,13,4,0.307692308,0.710212465,0,0,1,3.66,7.3,4550.453596,19.57563486,41.757,0.375763444,45.6711091,6.631727606,0.093333333,42.85627376,6.129744632,0.08,0,0,0,0,42.7,341,293.4230535,517.4529215,88.12947591,26,0.115044248,0.012495563,5.901335478,905.8083649,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"hmon1336",FALSE,FALSE,FALSE,FALSE,37,FALSE,"All Languages","Eurasia",FALSE
"3516","mmt","Malalamai","Oceania","shifting","7",900,57.43926847,0,"little or none",15.11820604,4,0.207047176,0.774034737,41,7,0.170731707,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.011167518,15.66872323,5.762181636,0.2976,14.92960577,5.568057784,0.297523077,0,0,0,0,47.8,366,299.2059368,54.37866974,50.31312561,7,0.042168675,0.001460373,7.287487507,1796.082153,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"3517","mmu","Mmaala","Africa","threatened","6b",5300,140.0840964,0,"basic",182.2483568,4,0.060463552,0.655231856,22,8,0.363636364,0,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.264262404,32.99850124,6.429197919,0.022857143,31.31152275,5.827373119,-0.014065934,0,0,0,0,43.1,290,298.3621533,104.5927309,69.44360788,16.5,0.064714086,0.080355714,5.513936996,786.6901398,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"3518","mmv","Miriti","South America","extinct","9",55,46.06788666,0,"little or none",643.5401057,0,0,0,16,6,0.375,0.22708591,0,0,1,5.485366994,6.968727612,10605.90374,21.63886562,39.3463683,0.004152881,0.386182866,0.551109119,0.003076923,0.372736484,0.551109119,0.003076923,0,0,0,0,46.78109328,366,298.6994825,50.94772979,20.22194379,10,0.041841004,0.054625169,3.55688556,78.87934875,1,0,0,0,0,0,0,0.862544776,0,0.137455224,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"tuca1253",FALSE,FALSE,FALSE,FALSE,23,FALSE,"All Languages","South America",FALSE
"3519","mmw","Emae","Oceania","shifting","6b",400,16.52758261,1,"basic",13.62715988,2,0.105844203,0.859531691,9,4,0.444444444,0.691359058,0,0,0,5.281409979,6.7,2868.035416,18.01422071,14.759,0.135612875,24.20196646,9.467944698,0.415,23.43039462,9.087448153,0.409230769,0,0,0,0,38.1,365,298.1917728,132.119751,37.98326111,7,0.212121212,0.119510437,5.640644073,209.6103821,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3520","mmx","Madak","Oceania","threatened","6b",3000,160.5938921,1,"basic",631.327493,2,0.017846038,0.959389695,6,0,0,0.906045774,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.124628851,18.50458759,5.320582829,0.167619048,17.8580503,5.045472819,0.162051282,0,0,0,0,47.8,366,297.4767778,45.09693435,23.57194401,1,0.014492754,0.091208322,6.437785625,606.7848511,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3521","mmy","Migaama","Africa","not endangered","5",20000,853.3572402,0,"basic",1319.498317,3,0.020593168,0.18407262,8,1,0.125,0.332190699,0,0,1,2.232025027,1.9,863.7612549,15.73805244,16.163,0.237273117,29.6205083,10.25427339,0.572830189,28.64493096,9.834183189,0.572830189,0.257169811,0.218018868,0,0,41.1,103,301.7723408,251.7222211,138.949471,8,0.107387387,0,3.914487123,239.5257416,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",FALSE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"3522","mmz","Mabaale","Africa","not endangered","6a",42000,1036.691436,0,"basic",18765.14403,1,0.001587435,0,4,0,0,0.73741481,0,0,1,2.006820023,5.4,334.0215726,16.62404451,21.58,0.158505125,40.17567095,5.334373342,0,38.90796184,5.072579034,0,0,0,0,0,42.2,323.5,297.994392,57.02821665,34.14669712,8,0.049874171,0.034067897,3.90668416,74.13305664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"3523","mna","Mbula","Oceania","not endangered","4",4500,289.6785549,1,"detailed",334.7805533,0,0,0,4,0,0,0.891332626,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.044105035,23.77898441,8.36,0.622857143,22.69925604,8.1725,0.622857143,0,0,0,0,47.8,366,298.7859471,40.92592406,28.90998483,5,0.03625731,0,6.149116993,613.0570679,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3524","mnb","Muna","South-Eastern Asia","threatened","6b",300000,2218.613396,1,"detailed",3780.761948,5,0.00745097,0.579824035,8,5,0.625,0.072069051,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.377681947,113.1668732,14.3773025,0.758076923,108.0511082,13.86340859,0.758076923,0,0,0,0,45.6,318.125,300.2964124,61.79438656,49.20691824,15,0.157055499,0.035877499,5.662588239,304.6272469,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3525","mnc","Manchu","Asia","nearly extinct","8b",20,0.095064652,0,"detailed",27538.41736,4,0.001231512,0.577377012,1,0,0,0,0,0,1,3.660089786,7.302353218,4554.116418,19.57514284,41.74512409,0.280461631,353.5314304,15.17623913,0.455571956,332.9976353,14.27559549,0.418870281,0.104160517,0.094991351,0.068339483,0.066061501,42.69590988,159.8235294,279.3431842,1324.694149,112.0127713,2,0.031430947,1.64e-05,3.865739703,148.5918007,1,0,0,0,0,0,0.99943971,0,0.00056,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"tung1282",FALSE,FALSE,FALSE,FALSE,11,FALSE,"All Languages","Eurasia",FALSE
"3526","mnd","Salamãi","South America","extinct","8b",2,0.342026468,0,"little or none",818.6898944,1,0.008758344,0,3,2,0.666666667,0,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0.088499286,1.53793777,5.580642486,0.472,1.414494575,5.41842376,0.469362637,0.018857143,0.016696429,0,0,46.3,274.25,297.8301106,70.3840532,73.94589336,10,0.043578765,0.043982661,4.528522372,272.7906685,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"tupi1275",FALSE,FALSE,FALSE,FALSE,65,FALSE,"All Languages","South America",FALSE
"3527","mne","Naba","Africa","not endangered","6a",278000,24304.93463,0,"basic",15029.06621,6,0.009093697,0.389989531,3,2,0.666666667,0.013738287,0,0,1,2.232025027,1.9,863.7612549,15.73805244,16.163,0.218914408,11.11610173,7.818315034,0.187828947,10.73360347,7.447634983,0.187768219,0.400361842,0.368929893,0,0,41.1,87,302.2780013,282.4949492,145.9151002,5,0.077807646,0,3.392111421,150.2026138,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"cent2225",FALSE,FALSE,FALSE,FALSE,61,FALSE,"All Languages","Africa",FALSE
"3528","mnf","Mundani","Africa","not endangered","5",34000,186.1143167,0,"basic",186.0167637,6,0.095532598,0.747167305,42,10,0.238095238,0.800496244,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.278575102,118.9123945,8.224462454,0,112.3767325,7.759183552,0,0,0,0,0,43.1,289,297.788128,100.9027519,74.18997669,50,0.18221393,0.001308876,6.410482407,1330.718506,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"3529","mng","Eastern Mnong","South-Eastern Asia","not endangered","6a",30000,186.3348063,0,"basic",3390.724778,5,0.02017808,0.881588209,6,1,0.166666667,0.851397324,0,0,0,5.011980057,7.6,1317.890706,22.32118785,20.513,0.172036845,77.58964843,6.716614541,0.145185185,74.01174924,6.203252058,0.112273504,0,0,0,0,37.4,272.75,294.5284573,140.0765942,67.05532788,42,0.2,0.028721538,5.688061476,826.4927673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3530","mnh","Mono (Democratic Republic of Congo)","Africa","threatened","6a",65000,1920.510662,0,"detailed",6603.015981,13,0.024672904,0.588426567,12,0,0,0.629150278,0,0,0.999669303,2.006587454,5.399404745,334.0566777,16.62368515,21.57976851,0.160944066,31.6412489,5.757491792,0.000148,30.64067782,5.448791679,-0.001994302,0.063111111,0.05919213,0,0,42.20272825,283.375,297.6892956,63.97867153,52.55768532,7.6,0.039575097,5.69e-10,4.366431117,166.0248985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"3531","mni","Manipuri","Southern Asia","threatened","2",1485000,5803.215924,0,"detailed",30235.23949,18,0.018345474,0.172123491,18,0,0,0.686467086,0,0,0.951126705,3.346140573,5.368572061,1327.35705,17.80339124,16.38676562,0.241599667,214.3807689,9.267563466,0.151292962,204.8712772,8.753674219,0.143965756,0,0,0.003436989,0.003201309,45.76592054,265.3333333,293.2441987,384.0346406,86.50393621,30.5,0.187115639,0.067314361,6.316109061,1435.66629,0.945748788,0,0,0.945748788,0,0.945748788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",TRUE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"3532","mnj","Munji","Southern Asia","shifting","6a",5300,572.8563617,0,"basic",1876.555714,3,0.013191932,0.023146138,5,1,0.2,0.02683301,0,0,0,3.43611002,3.2,528.7366481,16.10790653,16.849,0.200873417,2.675126396,3.291458298,0,2.588924479,3.097090838,0,0.084342105,0.079070724,0,0,30.15,96.5,268.8781291,846.9064688,71.08782856,7.333333333,0.101036778,0,7.133195162,3118.088379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"indo1319",FALSE,FALSE,FALSE,FALSE,395,FALSE,"All Languages","Eurasia",FALSE
"3533","mnk","Mandinka","Western Africa","not endangered","5",1346000,18778.27206,0,"detailed",14918.92603,18,0.009673127,0.589513727,7,1,0.142857143,0.494638014,0,0,0,3.79942315,2.599154947,881.755454,15.66517219,33.91180314,0.193845333,136.0679449,10.64562224,0.299111901,131.1641543,10.09499153,0.292351414,0.209786856,0.191847247,0.002344583,0.002207223,41.33891431,147,299.9058535,167.1706838,141.6553952,7,0.044358766,3.13e-05,3.105365753,47.58051682,1,0,0,0.339532969,0.343758234,0,0,0.316708797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"mand1469",FALSE,FALSE,FALSE,FALSE,69,FALSE,"All Languages","Africa",FALSE
"3534","mnl","Tiale","Oceania","threatened","6b",400,43.23387665,1,"little or none",141.6970503,7,0.086237321,0.727903533,27,21,0.777777778,0.770575077,0,0,0,5.281409979,6.7,2868.035416,18.01422071,14.759,0.251652629,4.449692133,7.836182797,0.49,4.265998269,7.289546372,0.442307692,0,0,0,0,38.1,366,298.6778387,81.34917831,26.46466287,5,0.131578947,0.036451603,6.111873627,170.2225342,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3535","mnm","Mapena","Oceania","threatened","6a",270,24.0952846,0,"little or none",187.6819775,5,0.084703069,0.611837397,23,6,0.260869565,0.416489542,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0,14.21256457,9.705,0.815,13.5946657,9.5175,0.815,0,0,0,0,47.8,365,298.1419491,80.41999006,29.52998424,11,0.063953488,0.004264381,6.496482968,925.5508041,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"daga1274",FALSE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Papunesia",FALSE
"3536","mnn","Southern Mnong","South-Eastern Asia","not endangered","6a",30000,298.3872542,0,"little or none",2592.150681,5,0.020628798,0.864409843,5,0,0,0.864409843,0,0,0,5.011980057,7.6,1317.890706,22.32118785,20.513,0.179876466,110.6959218,6.255545014,0.020952381,107.1810941,5.892168688,0.019369963,0,0,0.004571429,0.004571429,37.4,266.1666667,295.8314641,108.735397,72.29048582,45,0.210482769,0.048697652,5.622886062,766.8849258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3537","mnq","Minriq","South-Eastern Asia","shifting","6b",0,0,0,"little or none",3183.436201,5,0.01423249,0.009184516,5,3,0.6,0.009184516,0,0,0,5.094384909,9.8,9040.566251,19.52927447,48.849,0.078212563,26.25006207,8.701445778,0.46375,24.90873147,8.273796824,0.443197115,0,0,0.0065625,0.0065625,41.2,365,298.6080157,66.53424681,39.57437306,42,0.15498155,0.060325452,6.207326889,908.2372437,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3538","mnr","Mono (USA)","Northern America","nearly extinct","8a",37,0.381621812,0,"detailed",163.9238992,2,0.027690506,3.66e-06,1,0,0,0,0,0,1,5.194859982,13.2,49405.7673,23.27545261,12.062,0.140099371,19.35252532,2.887028739,0,18.4464694,2.691589443,0,0,0,0,0,37.4,124.5,288.3688338,694.2473009,86.03869036,7.5,0.065438988,0,6.649955273,2382.043213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,"utoa1244",FALSE,FALSE,FALSE,FALSE,58,FALSE,"All Languages","North America",FALSE
"3539","mns","Northern Mansi","Europe","shifting","7",940,324.7769178,0,"detailed",6841.969997,2,0.002215022,0.000928,1,0,0,0,0,0,1,3.820250034,11.5,11087.82105,18.69748701,20.561,0.013225182,2.928162822,1.382983205,0,2.748926212,1.319512083,0,0,0,0,0,35.4,120.9,271.0527938,1322.604708,44.553972,1.909090909,0.042687527,3.25e-05,4.244175434,130.5400085,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"ural1272",FALSE,FALSE,FALSE,FALSE,38,FALSE,"All Languages","Eurasia",FALSE
"3540","mnu","Mer","South-Eastern Asia","moribund","6b",85,7.314311763,0,"little or none",3742.556584,8,0.022198262,0.696566261,10,6,0.6,0.243027283,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.010189432,14.01957328,1.609791281,0.162758621,13.77703502,1.605616118,0.1626313,0,0,0,0,45.6,366,298.2785329,74.63381544,16.89119518,3,0.034090909,0.003925743,6.525902271,1147.51413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"mair1253",FALSE,FALSE,FALSE,FALSE,3,FALSE,"All Languages","Papunesia",FALSE
"3541","mnv","Rennell-Bellona","Oceania","not endangered","5",4390,1427.278804,1,"detailed",696.3565029,0,0,0,0,0,0,0,0,0,0,9.416944981,5.1,1329.960289,17.42621233,17.518,0,3.05107693,4.581818182,0.392727273,2.926800882,4.466363636,0.392727273,0,0,0,0,42.1,365.5,299.6003611,51.29650035,17.92363912,1,0.035714286,0,4.180348933,71.92098999,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"3542","mnw","Mon","South-Eastern Asia","threatened","5",851000,10335.14605,0,"detailed",15622.71419,4,0.002916322,0.569515505,1,0,0,0,0,0,0.907037245,1.080379592,4.416073367,1359.946861,17.21719518,12.8094895,0.241617337,124.0677538,10.01674082,0.29893617,113.6628358,9.3864295,0.271598472,0,0,0.013617021,0.013059102,33.97862811,233.25,299.7813442,152.5542126,112.7099297,23,0.120418848,0.026630301,5.970742226,711.4172058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"3543","mnx","Sougb","South-Eastern Asia","not endangered","5",12000,579.84478,0,"basic",2698.839493,3,0.013386672,0.910275921,4,0,0,0.932536623,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.024288505,24.91888318,5.642931837,0.27875,24.53311058,5.446164573,0.276217949,0,0,0,0,45.6,366,295.6180215,47.93985417,23.40664524,6.5,0.062459547,0.004109319,6.27396059,1220.762695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"east1459",FALSE,FALSE,FALSE,FALSE,3,FALSE,"All Languages","Papunesia",FALSE
"3544","mny","Manyawa","Africa","not endangered","6a",173000,3806.165409,0,"little or none",4126.645877,4,0.015493015,0.752443,4,0,0,0.752443,0,0,0,5.252820015,3.2,471.1816926,16.77926346,28.587,0.187806142,37.35946785,9.141523702,0.000234,35.9622587,8.567699453,-0.018353576,0.664093567,0.633271199,0.000234,0.000234,44,240,297.6114672,236.7692813,83.68471511,5.25,0.040790664,0.049070664,5.136352539,549.3922729,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
