"","ISO","name","region","AES","EGIDS","L1_pop","L1_pop_prop","island","documentation","area","bordering_language_richness","bordering_language_richness_perkm","bordering_language_evenness","language_richness","threatened_languages","threatened_prop_languages","language_evenness","official_status","language_of_education","minority_education","education_spending","years_of_schooling","GDPpc","life_expectancy_60","urban_change","roads","pop_density","human_footprint","cropland","pop_density_change","footprint_change","cropland_change","pasture","pasture_change","built","built_change","GINI","growing_season","temperature","temperature_seasonality","rainfall_seasonality","threatened_species","threatened_prop_species","waterways","roughness","altitude_range","world_language","Arabic","Malay","English","French","Hindustani","Mandarin","Portuguese","Russian","Spanish","Western_Africa","Oceania","Europe","Southern_Asia","South_America","Northern_America","Africa","South.Eastern_Asia","Arab","Asia","Central_America","Australia_and_New_Zealand","poly_definite","pol_borderline","isolates","family_id","vehicularity","mono_family","isolate_or_mono","small_family","family_sizes","isolate_OR_small_family","poly","Macroarea","islands11km"
"1","aaa","Ghotuo","Western Africa","not endangered","6a",9000,29.36212708,0,"basic",227.0555293,7,0.120828446,0.500626396,30,1,0.033333333,0.192570908,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.354815177,180.8276953,9.259186563,0,173.7354852,8.736487401,-0.000615,0,0,0,0,41.9,239,298.5576846,126.8879038,70.46168836,10,0.058479532,0,5.167666912,351.4570923,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"2","aab","Alumu-Tesu","Western Africa","not endangered","6a",7000,40.0090138,0,"little or none",39.49597832,3,0.12154016,0.509929144,34,3,0.088235294,0.19766386,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.229006024,91.10606171,12.74777938,0.4,87.66004247,12.17229317,0.4,0,0,0,0,41.9,192,299.1912302,154.0974121,99.08005142,2,0.014844137,0,5.532274246,684.9346924,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"3","aac","Ari","Oceania","moribund","6b",50,33.94753452,0,"little or none",1102.240604,5,0.031685408,0.512678671,9,2,0.222222222,0.509288679,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.009937491,1.406711676,4.119961682,0.442857143,1.333094878,4.057461682,0.442857143,0,0,0,0,47.8,324,299.5221032,98.44737865,43.32721399,3,0.03,0.006265206,3.526711643,320.3540726,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"suki1244",FALSE,FALSE,FALSE,FALSE,4,FALSE,"All Languages","Papunesia",FALSE
"4","aad","Amal","Oceania","shifting","6a",830,107.9089535,0,"little or none",63.46062922,0,0,0,37,9,0.243243243,0.798589116,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.004395315,4.193278904,3.22,0.06,3.991428823,3.095,0.06,0,0,0,0,47.8,366,299.9903387,32.48586464,23.29760265,4,0.038461538,0,5.861983538,798.9605103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sepi1257",FALSE,FALSE,FALSE,FALSE,34,FALSE,"All Languages","Papunesia",FALSE
"5","aae","Arbëreshë Albanian","Europe","threatened","6b",100000,1012.121847,0,"detailed",591.8280621,2,0.007544153,0.383217786,2,0,0,0.433708426,0,0,0,4.164720058,9.7,36000.52012,24.62641265,10.783,0.343043436,264.4516443,19.79474145,0.701333333,248.5774778,18.75440344,0.674666667,0.018,0.017458333,0.157333333,0.148622222,33.1,223,290.0506773,573.2207287,54.80441315,3.428571429,0.054536111,0.016463939,6.456739426,648.4189453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"indo1319",FALSE,FALSE,FALSE,FALSE,395,FALSE,"All Languages","Eurasia",FALSE
"6","aaf","Aranadan","Southern Asia","shifting","6b",200,0.222047953,0,"little or none",70.35875753,0,0,0,20,4,0.2,0.359379186,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.308895994,889.9875531,9.327874502,0,841.6659856,8.467382338,-0.051282051,0,0,0,0,46.45,237,296.9928698,119.6811886,123.5899467,50,0.284090909,0.015051944,5.967473507,792.9188232,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"drav1251",FALSE,FALSE,FALSE,FALSE,72,FALSE,"All Languages","Eurasia",FALSE
"7","aag","Ambrak","Oceania","threatened","6a",290,15.09704043,0,"little or none",44.31627387,4,0.130333576,0.802097942,55,16,0.290909091,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.125548593,20.28013599,2.991672454,0.06,19.41947544,2.830942926,0.06,0,0,0,0,47.8,366,298.452042,21.7117939,29.96964264,7,0.058823529,3.2e-05,5.861983538,798.9605103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1708",FALSE,FALSE,FALSE,FALSE,54,FALSE,"All Languages","Papunesia",FALSE
"8","aai","Arifama-Miniafia","Oceania","shifting","5",3470,383.6891767,0,"basic",141.1149373,3,0.033704527,0.987565908,9,1,0.111111111,0.736094848,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0,8.929444167,4.800016421,0.386666667,8.579992994,4.675016421,0.386666667,0,0,0,0,47.8,366,298.7967194,85.45122986,27.27783813,5,0.037741915,0.002573671,6.554695368,1320.206238,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"9","aak","Ankave","Oceania","not endangered","5",1600,112.5227511,0,"basic",205.0679028,4,0.070347925,0.52625276,17,2,0.117647059,0.707166046,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.006466968,15.2940611,2.42,0.01,14.57662133,2.3296875,0.01,0,0,0,0,47.8,366,292.0398476,63.90435028,29.61254141,8,0.04723093,5.27e-08,6.805873156,1690.902893,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"anga1289",FALSE,FALSE,FALSE,FALSE,13,FALSE,"All Languages","Papunesia",FALSE
"10","aal","Afade","Western Africa","threatened","6b",5000,21.77995306,0,"basic",1520.064863,8,0.040300212,0.361969614,11,6,0.545454545,0.318161114,0,0,0,2.807395249,5.286514377,1422.171446,16.28005601,40.79742646,0.299228076,66.25769148,8.878320597,0.037333333,63.92175594,8.388925559,0.037128205,0.220333333,0.206114583,0,0,42.93817252,78,301.4358404,312.7072693,138.8045201,10,0.097087379,0.046885317,3.178839147,164.3442841,1,0,0,1,0.865143767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",FALSE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"11","aan","Anambé","South America","extinct","8b",6,0.163089873,0,"detailed",529.755437,1,0.011347572,0,1,0,0,0,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0.060810491,4.588861105,2.416662133,0.009090909,4.413219146,2.28027984,0.008391608,0,0,0,0,46.3,320,299.5591361,40.97195466,74.07981173,11.5,0.047815593,0.006966087,3.183473349,82.83061218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"tupi1275",FALSE,FALSE,FALSE,FALSE,65,FALSE,"All Languages","South America",FALSE
"12","aap","Pará Arára","South America","threatened","6a",340,89.2708169,0,"detailed",5368.268629,1,0.002533208,0,1,0,0,0,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0.041771525,2.421256823,1.726348652,0.013150685,2.304606085,1.655794647,0.013122585,0.005296804,0.00491153,0,0,46.3,306,298.457295,49.52248203,69.32708494,10.66666667,0.045422301,0.003052677,4.200352192,162.8749695,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"cari1283",FALSE,FALSE,FALSE,FALSE,28,FALSE,"All Languages","South America",FALSE
"13","aaq","Eastern Abenaki","Northern America","extinct","9",1800,178.6320397,0,"basic",51994.69699,2,0.001103374,0.6888984,1,0,0,0,0,0,0.969602693,5.183386062,13.18176162,49378.08863,23.31730613,12.06890019,0.304628081,18.88160613,6.339272724,0,17.7295472,5.959308139,-4.48e-05,0,0,0.039216867,0.036753681,37.20545724,206,278.221546,1042.718793,14.4647386,0.6,0.007442873,0.034294803,4.962409735,363.8527374,1,0,0,1,0.030397307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,"algi1248",FALSE,FALSE,FALSE,FALSE,39,FALSE,"Polysynthetic","North America",FALSE
"14","aar","Afar","Africa","not endangered","2",1379200,113735.7356,0,"detailed",133871.0707,9,0.003506409,0.745810814,0,0,0,0,1,1,0.140020261,5.050341671,2.79746297,513.5842772,14.95368201,17.72082994,0.167012233,20.64186932,5.239237119,0.007300265,19.80501293,4.959029503,0.006170157,0.126866717,0.118955533,1.51e-05,4.54e-06,28.43475874,51.75,301.4179225,289.1831326,64.7441881,8.857142857,0.102132414,0,6.227539063,1416.242905,1,0.30216309,0,0.859979739,0.140020261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",TRUE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"15","aas","Aasax","Africa","extinct","8b",350,16.65354562,0,"little or none",812.6089533,0,0,0,5,0,0,0.701175425,0,0,0,4.04365015,5.1,743.4037847,18.01799225,27.807,0.226429302,9.509449107,6.897618458,0,9.113969017,6.479798555,-0.012788462,0.6378125,0.603828125,0,0,44.2,181,293.6076771,161.044682,88.95351429,14.5,0.066805556,0,6.349441051,763.3223877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",FALSE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"16","aat","Arvanitika Albanian","Europe","threatened","7",50000,95.77257253,0,"detailed",8698.048991,3,0.001912623,0.021846961,3,1,0.333333333,0.021846961,0,0,0,3.963959932,10.3,26917.75898,23.71208717,22.788,0.415600615,68.99157535,15.64282286,0.383220974,64.18765436,14.64406965,0.340501296,0.000562,0.000541,0.127940075,0.121258427,33.2,211.5,288.6576505,654.0749612,64.68678644,3,0.045048987,0.027326189,6.132799268,526.3833256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"indo1319",FALSE,FALSE,FALSE,FALSE,395,FALSE,"All Languages","Eurasia",FALSE
"17","aau","Abau","South-Eastern Asia","shifting","5",7270,1133.768942,0,"detailed",2200.578803,10,0.033088006,0.505956962,26,8,0.307692308,0.104573911,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.017631146,4.833458898,3.086720816,0.100425532,4.603404081,2.937763531,0.100425532,0,0,0,0,47.8,366,299.8498752,49.36179176,25.27848834,4.5,0.040064103,0,6.103123665,988.9312134,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"sepi1257",FALSE,FALSE,FALSE,FALSE,34,FALSE,"All Languages","Papunesia",FALSE
"18","aaw","Solong","Oceania","not endangered","4",2200,357.5630871,0,"little or none",1002.856973,2,0.007886613,0.977758525,7,1,0.142857143,0.82227485,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.000512,6.152760374,6.285333333,0.469333333,5.875366768,6.160333333,0.469333333,0,0,0,0,47.8,366,299.2060765,48.98529128,23.5214162,1,0.015384615,1.54e-08,6.149116993,613.0570679,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"19","aax","Mandobo Atas","South-Eastern Asia","not endangered","6a",10000,2116.843633,0,"basic",4123.064614,8,0.027330171,0.804300434,11,3,0.272727273,0.202846679,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.011686302,4.724342583,2.855940096,0.249937888,4.650884612,2.811512229,0.249937888,0,0,0,0,45.6,357,300.0678047,84.55396438,11.32859643,0,0,5.66e-05,4.179676354,1158.072285,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"20","aaz","Amarasi","South-Eastern Asia","threatened","5",70000,393.5646614,0,"basic",796.5878631,2,0.010949671,0.764204507,3,0,0,0.546871162,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.133189994,77.32675762,14.54399845,0.992,73.93945553,13.86279855,0.951138462,0,0,0,0,45.6,175.1666667,299.0991561,81.79809055,112.4750344,3,0.04517316,0.020072044,5.266884923,316.5432124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"21","aba","Abé","Western Africa","not endangered","5",170000,1835.530179,0,"detailed",4217.068936,8,0.020434605,0.639455657,8,0,0,0.639455657,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.248332287,84.73310513,7.768268545,0,80.23483481,7.145995808,-0.025879121,0.000298,0.000279,0.002619048,0.00247619,41,308,299.748351,110.7275476,61.61130791,18,0.092783505,0.006584293,4.193180084,160.7036743,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"22","abb","Bankon","Africa","threatened","6b",12000,30.20209469,0,"detailed",419.5082335,4,0.047419639,0.533258941,16,5,0.3125,0.687052215,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.296506083,103.6362192,8.064476935,0,97.51101765,7.155888306,-0.071131222,0,0,0,0,43.1,299.5,299.7012071,81.88192822,70.75030627,47,0.157967365,0.087283401,6.092959404,917.5430145,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"23","abc","Ambala Ayta","South-Eastern Asia","threatened","6a",1660,2.477557685,0,"little or none",75.12178619,1,0.023997609,0,9,1,0.111111111,0.35578123,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.269989796,1307.858192,22.15213348,0.72,1218.016328,21.18762515,0.72,0,0,0.24,0.226666667,41.6,253,300.2401305,88.31632741,118.058581,4,0.042553191,0.029991676,5.941675186,378.2962646,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"24","abd","Camarines Norte Agta","South-Eastern Asia","threatened","6a",3800,15.95310598,0,"basic",21.47350494,1,0.058544332,0,2,0,0,0.482066148,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.277098099,506.5413684,18.78960541,1,481.4864656,18.05525506,1,0,0,0,0,41.6,365,300.156506,116.7961121,55.40366364,5,0.047619048,0.034343899,5.460740089,301.3759816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"25","abe","Western Abenaki","Northern America","nearly extinct","8b",14,0.32856782,0,"basic",29642.961,4,0.003401011,0.004453267,3,0,0,0.435720799,0,0,0.674455137,5.071978187,13.00467308,49109.33811,23.72368968,12.13589868,0.379909463,148.7022688,14.55810352,0.000975,140.3645803,13.66219072,-0.001636205,0,0,0.229834639,0.215073977,35.31651288,188,278.9372907,1067.703171,19.05898971,0,0,0.027682691,5.596167088,497.9520264,1,0,0,1,0.325544863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,"algi1248",FALSE,FALSE,FALSE,FALSE,39,FALSE,"Polysynthetic","North America",FALSE
"26","abf","Abai Sungai","South-Eastern Asia","shifting","7",0,0,0,"little or none",54.79749181,2,0.075533546,0.07630696,7,3,0.428571429,0.282319776,0,0,0,5.094384909,9.8,9040.566251,19.52927447,48.849,0.058633888,82.03381929,10.26670247,0.557647059,79.25894355,9.982284487,0.555047306,0,0,0.009839572,0.009354724,41.2,365,300.3070759,34.2237409,27.74061584,40,0.192307692,0.096894473,4.771843433,324.1733856,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"27","abg","Abaga","Oceania","nearly extinct","8b",5,0.077983848,0,"little or none",1.045075959,0,0,0,46,5,0.108695652,0.766865396,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.186520643,68.38580566,9.139325428,0.28,64.83331778,8.753117588,0.28,0,0,0,0,47.8,366,289.0189108,38.50665283,45.57798386,9,0.05,0.024335501,6.958115339,1916.283508,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"28","abi","Abidji","Western Africa","not endangered","5",50500,503.5295193,0,"detailed",1125.248906,5,0.037106662,0.564442535,14,0,0,0.607223271,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.241763052,101.5986221,8.060909244,0,96.88372437,7.562974509,-0.001359571,0,0,0,0,41,308,299.458383,106.8139599,70.51849901,16.5,0.085251856,0.054508744,4.189496994,170.2126007,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"29","abj","Akabea","Southern Asia","extinct","10",0,0,1,"basic",155.0250565,1,0.018668792,NA,8,5,0.625,0,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.190954027,26.39745842,4.547528111,0,24.63709281,3.955307604,-0.054153846,0,0,0,0,46.45,271,299.9792316,82.33450445,79.24110413,5,0.172413793,0.042254328,4.28423357,75.4839859,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"grea1241",FALSE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Eurasia",TRUE
"30","abk","Abkhazian","Arab","threatened","2",105000,3363.641012,0,"detailed",1847.401115,4,0.012002977,0.186703271,4,1,0.25,0.419173907,0,0,0.945767814,2.787287611,11.90172297,3636.734238,18.83862891,16.67871156,0.258980155,21.32445263,7.979139852,0.119411765,20.02243956,7.401693611,0.116968326,0.055294118,0.049393382,0.017647059,0.017058824,38.98134828,186.4,284.6197754,645.4307466,15.37878762,5.666666667,0.063265855,0.022466245,6.638785362,2058.732849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,TRUE,FALSE,"abkh1242",TRUE,FALSE,FALSE,FALSE,5,FALSE,"Polysynthetic","Eurasia",FALSE
"31","abl","Lampung Nyo","South-Eastern Asia","not endangered","6a",180000,945.4555626,0,"basic",1825.780868,2,0.005203371,0.078897104,1,0,0,0,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.205748825,185.7566682,15.48223237,0.835555556,174.533823,14.49060547,0.760470085,0,0,0.003333333,0.003185185,45.6,356.5,300.1639853,41.72860077,48.59917309,24.75,0.136272192,0.068104419,4.269862652,412.9399567,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"32","abm","Abanyom","Western Africa","not endangered","6a",12500,64.03387351,0,"little or none",214.5903105,5,0.069458567,0.636269129,25,0,0,0,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.344480227,124.0738688,9.637277737,0,119.314394,8.840953289,-0.036615385,0,0,0,0,41.9,261.75,299.7254676,105.99613,72.31917763,18,0.088772124,0.080484674,5.333243728,727.786972,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"33","abn","Abua","Western Africa","not endangered","6a",25000,37.04229337,0,"basic",432.0696617,8,0.072074133,0.689803782,20,0,0,0.187377038,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.274010698,602.4326747,13.42752184,0,581.0042193,12.4777754,0,0,0,0.035789474,0.033824561,41.9,292,299.5359968,88.24219031,61.65121219,10,0.064516129,0.079284993,2.924462557,115.6379375,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"34","abo","Abon","Western Africa","threatened","6a",1000,19.01353063,0,"little or none",85.01526441,4,0.092802216,0.780095825,32,2,0.0625,0.730531497,0,0,0,3.022769735,5.212750961,2164.179472,14.0639831,35.09477676,0.167713538,29.15224831,7.675351226,0,27.98827538,6.95480844,-0.052307692,0,0,0,0,42.05301153,238,299.272757,116.3960393,83.91434733,25.5,0.139734582,1.09e-08,5.800908089,1055.950439,1,0,0,1,0.127509605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"35","abp","Abenlen Ayta","South-Eastern Asia","shifting","5",3000,7.727190426,0,"basic",118.6165102,2,0.044785915,0.221422124,8,0,0,0.437211444,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.255971559,9.484194056,11.44344988,0.513333333,9.026274168,10.74281759,0.467179487,0,0,0,0,41.6,253,295.1877534,135.0850639,105.0705363,4,0.042553191,0.029372396,6.177906871,604.4528809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"36","abq","Abaza","Europe","threatened","5",37800,637.9359002,0,"detailed",684.9156414,4,0.01295728,0.051541608,4,0,0,0.051541608,0,0,1,3.820250034,11.5,11087.82105,18.69748701,20.561,0.293525757,197.2803931,16.23102962,0.7632,186.6073539,15.29899027,0.72,0.0452,0.03705,0.1168,0.1104,35.4,153.5,281.078401,844.2754443,50.13483764,6,0.066138751,0.007667423,6.349568367,2472.80249,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,"abkh1242",FALSE,FALSE,FALSE,FALSE,5,FALSE,"Polysynthetic","Eurasia",FALSE
"37","abr","Abron","Western Africa","not endangered","5",1183000,10270.96504,0,"basic",14625.38211,7,0.006417819,0.281408993,7,1,0.142857143,0.08636669,0,0,0,5.452415927,5.90010786,1272.738017,15.10362534,32.31241877,0.289019174,106.6754144,8.919920874,0.041858864,102.1236319,8.394900001,0.036933669,0.101445783,0.094940835,0.001996558,0.001868044,41.13600863,264.3333333,299.3138485,133.243833,63.46267983,10.33333333,0.051037456,1.25e-06,4.437000036,173.119194,1,0,0,0.680043144,0.319956856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"38","abt","Ambulas","Oceania","threatened","5",44000,1552.65042,0,"detailed",1154.190211,9,0.058650797,0.759481104,27,7,0.259259259,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.140703637,50.80396659,9.026127444,0.403555556,48.55641329,8.701039679,0.403555556,0,0,0,0,47.8,366,299.693696,26.36602189,26.30763278,4.75,0.044485447,0.001520399,5.62084341,608.9898071,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nduu1242",FALSE,FALSE,FALSE,FALSE,11,FALSE,"All Languages","Papunesia",FALSE
"39","abu","Abure","Western Africa","not endangered","6a",55100,63.16315561,0,"basic",1185.014848,7,0.028449531,0.646861272,7,1,0.142857143,0.646861272,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.239964625,727.9431972,11.10717098,0,697.0666694,10.47839963,-0.005103189,0.021219512,0.019893293,0.025365854,0.024195122,41,311.5,299.4330347,116.7175621,83.04060926,17.75,0.091652982,0.087156403,4.229865789,180.5846939,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"40","abw","Pal","Oceania","not endangered","6a",1160,41.37060455,0,"little or none",254.6516674,6,0.070310975,0.856343288,72,24,0.333333333,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.041381216,13.34825366,5.112727273,0.301818182,12.83193085,4.874318182,0.292867133,0,0,0,0,47.8,366,296.6986898,27.88875337,41.45008885,2,0.012903226,0.008828522,6.021868944,1692.247772,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"41","abx","Inabaknon","South-Eastern Asia","not endangered","4",26400,109.5395436,1,"basic",35.88381396,0,0,0,5,0,0,0.422352248,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.336051276,241.0088552,15.31763013,0.755959596,229.4077578,14.67936916,0.74980575,0,0,0,0,41.6,353,299.8137392,111.0160599,37.50257683,3,0.031914894,0.044476697,5.224923372,188.1075287,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"42","aby","Aneme Wake","Oceania","not endangered","5",650,73.88774913,0,"basic",1243.6425,4,0.027164698,0.943300188,15,1,0.066666667,0.469003685,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.04053494,8.459637385,4.574288834,0.21877551,8.10464018,4.417171292,0.21877551,0,0,0,0,47.8,366,297.1988239,96.54645674,23.76665903,7,0.044783746,0,6.858831644,1126.683517,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"yare1250",FALSE,FALSE,FALSE,FALSE,5,FALSE,"All Languages","Papunesia",FALSE
