"LANG_ISO","area","L1_pop","Bordering_LR","IE","PC_Phoible","PC_Creanza","min_dist11k","min_dist25k","min_distCont","max_areakm2","in_Phoible","in_Creanza","macroarea","macroarea_Africa","macroarea_Australia","macroarea_Eurasia","macroarea_North America","macroarea_Papunesia","macroarea_South America","macroarea_NA"
"akm",167.737827581353,0,2,TRUE,NA,NA,361141.137125392,361141.137125392,361141.137125392,1510.24860729929,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"ako",63.246079839766,10,2,FALSE,24,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"akp",193.720890031596,27000,6,FALSE,37,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"akq",45.7347937328741,75,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"akr",0.297244848683476,8,1,TRUE,NA,NA,579122.613915192,579122.613915192,1810829.05566577,1.98242410644889,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aks",941.768112859791,47500,7,FALSE,52,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"akt",160.66209186893,950,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aku",82.7516287654289,1400,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"akv",726.541859015822,210,4,FALSE,NA,43,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"akw",6199.82058393602,24100,2,FALSE,NA,25,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"akx",334.929672305472,0,4,TRUE,NA,NA,292641.43507858,292641.43507858,292641.43507858,1510.24860729929,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"aky",135.216933788732,0,2,TRUE,NA,NA,361141.137125392,361141.137125392,361141.137125392,1510.24860729929,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"akz",140.714548137039,250,2,FALSE,38,19,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"ala",1487.31151064771,35100,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"alc",475.99672293663,12,0,TRUE,67,20,44815.1200283303,44815.1200283303,44815.1200283303,543.515819411725,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"ald",575.863260906102,23000,5,FALSE,72,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"ale",2622.7776498422,500,2,FALSE,63,23,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"alf",91.3589823588845,16300,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"alh",20841.843839433,12,5,FALSE,80,27,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"ali",441.156195308082,1780,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"alj",1179.64199149609,7690,5,TRUE,NA,NA,13542.8147169709,13542.8147169709,1124520.29950351,9931.21502584592,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"alk",109.356488363817,4000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"all",142.294581626542,350,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"alm",75.6086783502251,300,6,TRUE,NA,NA,569961.338364069,569961.338364069,1795687.39942717,4086.34549542703,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aln",27339.7980698901,6678000,7,FALSE,43,38,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"alo",46.9791627549566,12600,1,TRUE,NA,NA,9389.77024061356,9389.77024061356,918970.446048614,790.042090509553,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"alp",1429.40163903171,17200,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"alq",1864.19941272587,1760,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"alr",4585.71587619185,25,2,FALSE,27,23,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"als",14998.9851343925,1580000,4,FALSE,108,35,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"alt",48518.2204917669,57400,2,FALSE,NA,30,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"alu",1411.96716081165,17900,5,TRUE,NA,18,931865.444645768,931865.444645768,1656238.33183412,5431.53767421842,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"alw",2018.32929622219,287000,8,FALSE,62,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"alx",14.7176202326082,270,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aly",129123.918867471,1660,7,FALSE,75,26,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"alz",6323.55848864437,1367000,6,FALSE,NA,34,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"ama",22801.3884193306,192,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"amb",47.3284815800725,1000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"amc",11383.6436536601,310,9,FALSE,67,18,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"ame",7776.42937368061,9830,6,FALSE,88,23,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"amf",8552.96770848334,73500,9,FALSE,35,34,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"amg",1005.3629039973,1,3,FALSE,24,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"amh",146162.211799486,21600000,12,FALSE,164,33,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"ami",2225.17797045968,138000,3,FALSE,NA,21,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"amj",2806.41576189455,41100,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"amk",179.593810344348,10100,3,TRUE,NA,NA,22739.9314345818,22739.9314345818,1103286.61897281,2333.6917424628,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aml",932.596536681056,41900,7,FALSE,NA,32,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"amm",239.338346121833,480,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"amn",625.00468344288,4420,6,FALSE,19,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"amo",499.32423211867,12300,5,FALSE,35,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"amp",616.23248504987,1530,5,FALSE,25,25,0,0,0,NA,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"amq",26.208144444041,50,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"amr",3447.23207013868,500,1,FALSE,33,20,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"ams",242.961376287043,1800,1,TRUE,NA,NA,290691.474998523,290691.474998523,695429.413723773,730.741176091135,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"amt",172.843466441613,300,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"amu",753.942102285102,30600,2,FALSE,37,27,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"amv",106.90858443873,5700,1,TRUE,NA,NA,67910.3590797416,67910.3590797416,956042.045442024,8526.42298585176,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"amw",87.314947232604,15000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"amx",28236.2259663157,1000,4,FALSE,88,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"amy",544.50586495921,30,3,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"amz",5731.58760856837,0,3,FALSE,48,22,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"ana",17745.8022140439,0,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"anb",6204.55965996557,0,1,FALSE,25,20,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"anc",1303.72116841283,400000,12,FALSE,123,37,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"and",170.658390569966,4600,8,TRUE,NA,NA,22739.9314345818,22739.9314345818,1103174.95680023,2333.6917424628,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ane",1628.83208665997,5730,3,FALSE,NA,31,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"anf",2.80463577945193,700,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"anh",196.999598787166,2000,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ani",388.768173472956,5800,6,FALSE,68,46,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"anj",171.717867485248,980,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ank",1833.91803169658,200000,4,FALSE,NA,35,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"anl",192.632438201457,4000,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"anm",820.506192047149,23250,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"ann",1286.89747192519,250000,8,FALSE,37,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"ano",932.041842719889,370,4,FALSE,61,23,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"anp",6194.53531793319,743600,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"anq",336.925036625937,250,1,TRUE,NA,31,438880.053994694,438880.053994694,438880.053994694,1287.7657836182,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"anr",6244.09272360429,100000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"ans",23885.8195465072,0,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"ant",5256.05852805823,12,0,FALSE,66,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"anu",17141.7455440357,140000,7,FALSE,47,29,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"anv",1885.83151293063,11200,10,FALSE,30,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"anw",1339.06887089901,1400000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"any",28860.7447513178,860000,15,FALSE,115,30,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"anz",479.438616093248,800,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aoa",117.158183548933,NA,NA,TRUE,36,NA,237582.29524974,237582.29524974,237582.29524974,867.015724632599,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"aob",227.767570537515,15,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aoc",57356.6412257701,6010,7,FALSE,38,17,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"aod",251.626508608926,1080,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aoe",350.03800285887,22000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aof",35.1847024331801,460,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aog",1259.2769523887,8220,5,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"aoh",13180.0040074846,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"aoi",2549.05533621833,1290,1,TRUE,26,24,7844.37945569057,7844.37945569057,7844.37945569057,2361.14133912139,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"aoj",323.903060938697,11000,6,FALSE,22,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aok",137.728994254023,10,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aol",102.539908692241,25000,7,TRUE,NA,NA,31987.4676484376,31987.4676484376,625460.062463832,2136.57240726985,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aom",374.586887312122,800,4,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"aon",71.2230941811576,4340,4,FALSE,22,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aor",43.3753099162132,NA,NA,TRUE,NA,NA,591875.342171061,591875.342171061,1828828.16791946,57.7187114264816,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"aos",810.75566594163,500,6,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"aot",457.969384787604,10000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"aox",66047.2166991163,0,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"aoz",10812.1070125047,700000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"apb",426.313685467467,11500,2,TRUE,NA,20,986843.485627052,986843.485627052,1774285.27537233,3903.31355708279,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"apc",43265.6166095696,NA,NA,FALSE,NA,30,0,0,0,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"apd",824561.955369376,NA,NA,FALSE,62,NA,0,0,0,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"ape",1025.27949003968,16200,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"apg",2543.35691043187,30000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aph",60.3881731126457,5530,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"api",2358.36798827304,1,2,FALSE,22,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"apj",1338.16497481614,300,2,FALSE,56,NA,0,0,0,NA,FALSE,TRUE,"North America",0,0,0,1,0,0,0
"apk",122.868682563305,3,1,FALSE,NA,36,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"apl",344.843602441251,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"apm",1543.91220048815,1500,1,FALSE,51,NA,0,0,0,NA,FALSE,TRUE,"North America",0,0,0,1,0,0,0
"apn",3632.96001139726,1260,1,FALSE,113,22,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"apo",2.0306767784059,1200,0,TRUE,NA,NA,448.813266283682,448.813266283682,929764.701936157,1.3342020297423,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"app",248.890903901309,7800,3,TRUE,NA,NA,615633.450429286,615633.450429286,1894289.56034723,512.590802080929,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"apq",580.5957755493,NA,NA,TRUE,59,24,361141.137125392,361141.137125392,361141.137125392,1510.24860729929,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"apr",509.580660656095,3020,0,TRUE,NA,NA,24287.9715600838,24287.9715600838,769483.322271959,884.245904077776,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aps",64.0256088525057,1150,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"apt",2597.93640145846,28400,0,FALSE,40,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"apu",31499.1903163395,2780,1,FALSE,74,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"apw",8020.63806591928,14000,1,FALSE,NA,37,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"apx",110.24383900594,150,2,TRUE,NA,NA,50469.2681899314,50469.2681899314,643115.676015607,2653.81921313424,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"apy",2492.49270809529,450,2,FALSE,24,19,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"apz",696.434583064169,2390,5,FALSE,NA,23,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"aqc",45.7175352759659,970,2,FALSE,91,40,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"aqg",308.883558743284,48000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"aqm",351.124778181314,1000,3,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"aqn",26.003173455596,200,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aqp",28501.6448574644,NA,NA,FALSE,NA,18,0,0,0,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"aqr",123.920698009431,170,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"arb",920612.602608532,NA,NA,FALSE,37,27,0,0,0,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"ard",76870.0660180934,12,3,FALSE,24,25,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"are",36964.1759074889,1000,1,FALSE,73,25,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"arg",6077.00167240302,10000,5,FALSE,72,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"arh",631.237790275365,8000,3,FALSE,53,25,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"ari",834.654430575669,10,2,FALSE,NA,17,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"arj",12016.3287061205,268,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"ark",779.533968849108,2,3,FALSE,25,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"arl",989.947478770977,50,2,FALSE,47,16,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"arn",160318.775019307,258410,2,FALSE,80,26,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"aro",359.825826223008,110,0,FALSE,23,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"arp",5123.38492761925,1000,2,FALSE,NA,17,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"arq",227665.766417936,NA,NA,FALSE,NA,27,0,0,0,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"arr",1644.61486148322,210,1,FALSE,52,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"ars",1616558.0440618,NA,NA,FALSE,33,NA,0,0,0,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"arv",1694.67992230575,7210,3,FALSE,59,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"arw",11455.7129424184,2450,6,FALSE,21,19,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"arx",359.659343331121,12,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"ary",145523.245622961,NA,NA,FALSE,78,30,0,0,0,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"arz",33126.3128171703,NA,NA,FALSE,102,28,0,0,0,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"asa",8158.17966139584,500000,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"asb",2913.0055764094,0,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"asc",1115.2128351368,9000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"asd",66.120800556615,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"asf",227303.819087788,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"asg",20051.6298785172,100000,16,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ash",10400.7928469043,0,1,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"asi",1320.72887438396,1000,3,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"asj",114.96957902849,7000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ask",934.214444801211,40000,4,FALSE,NA,37,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"asl",43.2585185500793,8760,1,TRUE,NA,NA,9389.77024061356,9389.77024061356,918970.446048614,790.042090509553,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"asm",53477.7211166956,12800000,19,FALSE,106,33,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"asn",875.916328819701,120,3,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"aso",216.29876800999,30000,4,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"asp",4541.76465063612,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"asr",449.753078287467,7000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"ass",362.328437478573,2500,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ast",38247.3175599098,110000,4,FALSE,53,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"asu",1959.1185962063,300,1,FALSE,16,18,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"asv",827.896984968276,25500,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"asw",1353129.52504292,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"asx",99.314569124952,810,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"asy",510.262229408138,2000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"asz",103.613291194197,230,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ata",760.429075944237,2000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atb",3455.98209173977,110000,9,FALSE,32,34,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"atd",1736.51112719066,26700,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ate",18.2721096444875,60,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atg",208.915338831837,20000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ati",7770.2590066393,381000,6,FALSE,47,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"atj",789.182034227997,5920,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"atk",657.271366577595,1500,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atl",71.4500871542841,150,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atm",2185.55023974553,2,2,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"atn",4838.44035737962,21100,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"ato",143.110877129715,4200,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"atp",15.1996831446886,710,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atq",457.804482428357,12000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"atr",31180.8637724313,930,1,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"ats",327.878760848194,10,3,FALSE,NA,18,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"att",92.2413459587842,1000,2,FALSE,NA,18,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"atu",1533.35451198486,50000,3,FALSE,63,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"atv",10483.9289192408,57400,1,FALSE,34,23,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"atw",6.84136470779777,NA,NA,FALSE,NA,33,0,0,0,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"atx",2919.7793491804,42,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"aty",91.5418796315789,900,0,TRUE,26,25,359791.693962161,359791.693962161,1808200.68220327,160.640998005867,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"atz",77.3897914625704,11,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aua",18.0005810596049,10,1,TRUE,NA,NA,1009481.14579797,1009481.14579797,2077985.63168444,69.4324594028294,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"aub",800.803334997967,3500,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
